id,name,category,subcategory,niche,city,state,zip,phone,email,website,booking_url,verification_score,starting_price,price_mode,claim_status,duplicate_status,identity_key,source_file,last_verified
"bugzeye-drone-mapping-and-photography-phoenix-85027-d012936","Bugzeye Drone Mapping and Photography","Creative Services","Drone Photography / Mapping","Drone Photography / Mapping","Phoenix","AZ","85027","(480) 953-0626","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4809530626","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"cantor-law-group-phoenix-85004-ba169e4","Cantor Law Group","Legal And Financial","Legal Services","Legal Services","Phoenix","AZ","85004","(602) 254-8880","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:6022548880","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"capitol-consulting-llc-phoenix-85002-a0e0772","Capitol Consulting, LLC","Business Services","Public Affairs / Consulting","Public Affairs / Consulting","Phoenix","AZ","85002","(602) 712-1121","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6027121121","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"cardinal-wholesale-cabinets-phoenix-85040-00439f7","Cardinal Wholesale Cabinets","Home Services","Cabinets / Countertops","Cabinets / Countertops","Phoenix","AZ","85040","(602) 296-5648","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022965648","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"casco-financial-group-inc-phoenix-85085-5562e66","CASCO Financial Group, Inc.","Legal And Financial","Financial Services","Financial Services","Phoenix","AZ","85085","(602) 995-1484","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6029951484","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"castile-roofing-phoenix-85015-49bcdd9","Castile Roofing","Home Services","Roofing Contractor","Roofing Contractor","Phoenix","AZ","85015","(602) 687-7282","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6026877282","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"cec-facilities-phoenix-85040-ce6d7e5","CEC Facilities","Real Estate And Property","Facilities Services","Facilities Services","Phoenix","AZ","85040","(817) 734-0040","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:8177340040","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"center-for-the-future-of-arizona-arizona-state-university-phoenix-85004-3f78a13","Center for the Future of Arizona, Arizona State University","Education And Childcare","Civic / Workforce Organization","Civic / Workforce Organization","Phoenix","AZ","85004","(602) 496-1360","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6024961360","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"chapman-bmw-on-camelback-phoenix-85014-5867481","Chapman BMW on Camelback","Auto Services","Auto Dealer","Auto Dealer","Phoenix","AZ","85014","(602) 308-4269","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6023084269","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"choice-hospice-phoenix-85016-b7267ac","Choice Hospice","Health And Care","Hospice Care","Hospice Care","Phoenix","AZ","85016","(602) 795-9705","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:6027959705","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"cintas-corporation-phoenix-85043-5ee9d83","Cintas Corporation","Retail And Specialty","Uniforms / Facility Services","Uniforms / Facility Services","Phoenix","AZ","85043","(480) 528-5329","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4805285329","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"circle-the-city-phoenix-85013-9899dc3","Circle the City","Health And Care","Community Health Nonprofit","Community Health Nonprofit","Phoenix","AZ","85013","(602) 776-0776","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:6027760776","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"cla-cliftonlarsonallen-llp-phoenix-85012-5d4cdd3","CLA (CliftonLarsonAllen LLP)","Legal And Financial","Accounting / Consulting","Accounting / Consulting","Phoenix","AZ","85012","(602) 266-2248","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:6022662248","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"cmit-solutions-of-the-northeast-valley-scottsdale-85260-57a84d2","CMIT Solutions of the Northeast Valley","Local Services","Managed IT Services","Managed IT Services","Scottsdale","AZ","85260","(480) 419-3931","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4804193931","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"cms-companies-phoenix-85009-496a2eb","CMS Companies","Local Services","Business Services","Business Services","Phoenix","AZ","85009","(602) 233-9633","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:6022339633","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"coding-in-color-avondale-85323-66b60a8","Coding in Color","Business Services","Technology Education / Services","Technology Education / Services","Avondale","AZ","85323","(602) 516-8317","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6025168317","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"college-medical-center-phoenix-phoenix-85006-81c6843","College Medical Center Phoenix","Health And Care","Medical Center","Medical Center","Phoenix","AZ","85006","(602) 251-8535","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022518535","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"comfort-systems-usa-southwest-inc-chandler-85226-f35c66c","Comfort Systems USA Southwest, Inc.","Home Services","HVAC / Mechanical Systems","HVAC / Mechanical Systems","Chandler","AZ","85226","(480) 940-8400","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4809408400","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"command-credit-corp-scottsdale-85254-d9accfb","Command Credit Corp","Legal And Financial","Business Intelligence / Risk Management","Business Intelligence / Risk Management","Scottsdale","AZ","85254","(800) 676-9705","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:8006769705","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"compass-canyon-builders-phoenix-85018-02970f7","Compass Canyon Builders","Home Services","Contractor Consulting / Construction Management","Contractor Consulting / Construction Management","Phoenix","AZ","85018","(602) 888-0983","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:6028880983","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"compass-strategies-public-affairs-phoenix-85007-aa34ffe","Compass Strategies Public Affairs","Local Services","Public Affairs","Public Affairs","Phoenix","AZ","85007","(602) 263-0086","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022630086","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"concord-general-contracting-mesa-85202-4267377","Concord General Contracting","Real Estate And Property","General Contractor","General Contractor","Mesa","AZ","85202","(480) 962-8080","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4809628080","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"contexture-phoenix-85012-39420ac","Contexture","Health And Care","Health Information Technology","Health Information Technology","Phoenix","AZ","85012","(844) 279-7120","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:8442797120","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"copper-state-credit-union-phoenix-85015-6d2421b","Copper State Credit Union","Legal And Financial","Credit Union","Credit Union","Phoenix","AZ","85015","(602) 491-0891","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6024910891","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"copperpoint-mutual-insurance-co-phoenix-85012-b16e632","CopperPoint Mutual Insurance Co.","Legal And Financial","Insurance Carrier","Insurance Carrier","Phoenix","AZ","85012","(602) 631-2212","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6026312212","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"core-security-services-inc-scottsdale-85253-c690346","Core Security Services, Inc.","Business Services","Security Services","Security Services","Scottsdale","AZ","85253","(844) 250-2073","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:8442502073","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"cox-media-arizona-phoenix-85004-2ad1c84","Cox Media Arizona","Creative Services","Media Advertising","Media Advertising","Phoenix","AZ","85004","(623) 328-1800","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6233281800","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"crosscountry-mortgage-the-araiza-team-scottsdale-85260-3882d9d","CrossCountry Mortgage- The Araiza Team","Real Estate And Property","Mortgage Team","Mortgage Team","Scottsdale","AZ","85260","(602) 334-7871","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6023347871","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"crossroads-courier-phoenix-85034-55422e4","Crossroads Courier","Food And Events","Courier / Delivery Services","Courier / Delivery Services","Phoenix","AZ","85034","(480) 927-1818","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:4809271818","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"daida-intelligence-solutions-phoenix-85016-adc1d25","Daida Intelligence Solutions","Business Services","Data / Intelligence Consulting","Data / Intelligence Consulting","Phoenix","AZ","85016","(951) 421-1075","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:9514211075","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"daystar-design-lab-phoenix-85004-ed47116","Daystar Design Lab","Creative Services","Design / Professional Services","Design / Professional Services","Phoenix","AZ","85004","(602) 490-0847","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:6024900847","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"dental-depot-orthodontics-phoenix-85053-c0fa26f","Dental Depot Orthodontics","Health And Care","Dental / Orthodontics","Dental / Orthodontics","Phoenix","AZ","85053","(602) 845-8653","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:6028458653","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"desert-fleet-outfitters-llc-phoenix-85040-c1e8ff4","Desert Fleet Outfitters, LLC","Real Estate And Property","Fleet Outfitting","Fleet Outfitting","Phoenix","AZ","85040","(480) 295-1676","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4802951676","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"desert-vista-eye-specialists-phoenix-phoenix-85016-c78386e","Desert Vista Eye Specialists-Phoenix","Health And Care","Eye Care / Optometry","Eye Care / Optometry","Phoenix","AZ","85016","(602) 840-3501","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:6028403501","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"desert-vista-eye-specialists-scottsdale-scottsdale-85260-fe3acb6","Desert Vista Eye Specialists-Scottsdale","Health And Care","Eye Care / Optometry","Eye Care / Optometry","Scottsdale","AZ","85260","(480) 483-0711","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:4804830711","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"devoted-guardians-home-care-and-homehealth-tempe-85284-5df8f8b","Devoted Guardians Home Care & Homehealth","Health And Care","Home Care / Home Health","Home Care / Home Health","Tempe","AZ","85284","(480) 999-3012","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:4809993012","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"dexter-distributing-phoenix-85034-f641478","Dexter Distributing","Retail And Specialty","Distribution / Retail Supply","Distribution / Retail Supply","Phoenix","AZ","85034","(480) 921-1005","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4809211005","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"discover-strength-arcadia-phoenix-85018-b6cfd96","Discover Strength Arcadia","Beauty And Wellness","Fitness","Fitness","Phoenix","AZ","85018","(520) 979-3303","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:5209793303","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"dm-cantor-phoenix-85004-e31cc65","DM Cantor","Legal And Financial","Law Firm","Law Firm","Phoenix","AZ","85004","(602) 307-0808","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6023070808","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"dog-haus-biergarten-downtown-phoenix-phoenix-85004-7d8b77d","Dog Haus Biergarten Downtown Phoenix","Food And Events","Restaurant","Restaurant","Phoenix","AZ","85004","(480) 910-5430","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4809105430","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"dorn-policy-group-inc-phoenix-85003-0f8ccf7","Dorn Policy Group, Inc.","Creative Services","Public Affairs / Lobbying","Public Affairs / Lobbying","Phoenix","AZ","85003","(602) 606-4667","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6026064667","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"dr-win-realty-llc-phoenix-85016-4b54d34","Dr. Win Realty LLC.","Real Estate And Property","Real Estate","Real Estate","Phoenix","AZ","85016","(480) 696-9886","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4806969886","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"driftwoods-sports-grill-phoenix-85020-66a7c68","Driftwoods Sports Grill","Food And Events","Restaurant / Bar","Restaurant / Bar","Phoenix","AZ","85020","(480) 393-3261","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4803933261","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"drinique-phoenix-restaurant-food-service-419ae8c","Drinique","Food And Events","Bar / Restaurant Services","Bar / Restaurant Services","Phoenix","AZ","","(480) 688-6934","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4806886934","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"drive-it-pro-phoenix-85009-894cc09","Drive It Pro","Auto Services","Auto Sales/services","Auto Sales/services","Phoenix","AZ","85009","(602) 222-9619","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022229619","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"elite-rooter-phoenix-85004-60f1173","Elite Rooter","Home Services","Plumbing / Drain Cleaning","Plumbing / Drain Cleaning","Phoenix","AZ","85004","(623) 469-4660","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6234694660","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"elite-windows-and-doors-scottsdale-85260-0612469","Elite Windows and Doors","Local Services","Doors And Windows","Doors And Windows","Scottsdale","AZ","85260","(480) 264-5409","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4802645409","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"employee-benefits-international-phoenix-85020-6a42dce","Employee Benefits International","Legal And Financial","Employee Benefits / Outsourced HR","Employee Benefits / Outsourced HR","Phoenix","AZ","85020","(602) 800-5070","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6028005070","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"envy-hospice-phoenix-85020-ae8987c","Envy Hospice","Health And Care","Hospice Care","Hospice Care","Phoenix","AZ","85020","(480) 335-4040","","","","13","","CONTACT_FOR_QUOTE","unclaimed","merged","phone:4803354040","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"eos-worldwide-rick-benton-scottsdale-85254-4127e72","EOS Worldwide - Rick Benton","Local Services","Business Coaching / EOS Implementation","Business Coaching / EOS Implementation","Scottsdale","AZ","85254","(248) 867-9550","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:2488679550","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"fabulous-food-phoenix-85034-511b7c7","Fabulous Food","Food And Events","Catering / Food Service","Catering / Food Service","Phoenix","AZ","85034","(602) 267-1818","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022671818","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"fennemore-phoenix-85016-eb81f5b","Fennemore","Legal And Financial","Law Firm","Law Firm","Phoenix","AZ","85016","(602) 916-5000","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6029165000","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"firestone-complete-auto-care-phoenix-85027-99b80e9","Firestone Complete Auto Care","Auto Services","Auto Repair/maintenance","Auto Repair/maintenance","Phoenix","AZ","85027","(623) 582-5626","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6235825626","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"floor-daddy-tempe-85282-762f691","Floor Daddy","Home Services","Flooring Installation","Flooring Installation","Tempe","AZ","85282","(602) 313-3000","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6023133000","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"flow-management-devices-phoenix-85040-76c9129","Flow Management Devices","Business Services","Water / Flow Devices","Water / Flow Devices","Phoenix","AZ","85040","(602) 581-5092","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6025815092","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"form180-phoenix-85016-a439eb0","FORM180","Creative Services","Design / Interiors","Design / Interiors","Phoenix","AZ","85016","(602) 540-9360","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6025409360","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"forte-physical-therapy-phoenix-85008-398ac6c","Forte Physical Therapy","Health And Care","Physical Therapy","Physical Therapy","Phoenix","AZ","85008","(480) 408-4822","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4804084822","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"foster-fuels-inc-phoenix-85043-79a2146","Foster Fuels Inc.","Auto Services","Fuel / Vehicle Services","Fuel / Vehicle Services","Phoenix","AZ","85043","(800) 344-6457","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:8003446457","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"gatsby-glass-of-scottsdale-scottsdale-85260-49e9868","Gatsby Glass of Scottsdale","Local Services","Glass Services","Glass Services","Scottsdale","AZ","85260","(480) 780-1000","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4807801000","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"general-dentistry-4-kids-phoenix-85032-237e895","General Dentistry 4 Kids","Health And Care","Pediatric Dentistry","Pediatric Dentistry","Phoenix","AZ","85032","(602) 996-6065","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6029966065","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"gensler-phoenix-85016-e8728bf","Gensler","Creative Services","Architecture / Design","Architecture / Design","Phoenix","AZ","85016","(602) 523-4900","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6025234900","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"gh2-architects-scottsdale-85257-eeff160","GH2 Architects","Local Services","Architecture","Architecture","Scottsdale","AZ","85257","(480) 699-1945","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4806991945","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"gilmore-dental-care-phoenix-85085-61d8b1a","Gilmore Dental Care","Health And Care","Dental Care","Dental Care","Phoenix","AZ","85085","(480) 847-1522","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4808471522","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"good-golly-garage-doors-phoenix-85050-df5a0e8","Good Golly Garage Doors","Auto Services","Garage Door Repair/install","Garage Door Repair/install","Phoenix","AZ","85050","(602) 887-4002","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6028874002","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"goodman-schwartz-public-affairs-phoenix-85012-c418d9a","Goodman Schwartz Public Affairs","Creative Services","Public Affairs","Public Affairs","Phoenix","AZ","85012","(602) 277-0911","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022770911","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"gordon-biersch-glendale-glendale-85305-7e894e7","Gordon Biersch - Glendale","Food And Events","Restaurant / Brewery","Restaurant / Brewery","Glendale","AZ","85305","(623) 877-4300","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6238774300","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"gordon-biersch-scottsdale-phoenix-85054-eb20f45","Gordon Biersch - Scottsdale","Food And Events","Restaurant / Brewery","Restaurant / Brewery","Phoenix","AZ","85054","(480) 342-9860","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4803429860","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"gracie-jiu-jitsu-phoenix-phoenix-85024-7326054","Gracie Jiu-Jitsu Phoenix","Beauty And Wellness","Fitness / Wellness Training","Fitness / Wellness Training","Phoenix","AZ","85024","(480) 339-9019","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4803399019","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"grand-canyon-law-group-phoenix-85012-bc5c5c1","Grand Canyon Law Group","Legal And Financial","Criminal Defense Law Firm","Criminal Defense Law Firm","Phoenix","AZ","85012","(480) 400-5555","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4804005555","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"greater-phoenix-gay-and-lesbian-chamber-of-commerce-phoenix-85001-262e899","Greater Phoenix Gay & Lesbian Chamber of Commerce","Local Services","Business Chamber / Association","Business Chamber / Association","Phoenix","AZ","85001","(480) 748-6681","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4807486681","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"greenberg-traurig-llp-phoenix-85016-5f86b1d","Greenberg Traurig, LLP","Legal And Financial","Law Firm","Law Firm","Phoenix","AZ","85016","(602) 445-8000","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6024458000","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"groundworks-phoenix-85027-2d09f5d","Groundworks","Local Services","Foundation / Home Services","Foundation / Home Services","Phoenix","AZ","85027","(603) 837-5138","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6038375138","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"guiding-road-recovery-center-phoenix-85020-6596097","Guiding Road Recovery Center","Health And Care","Recovery Center","Recovery Center","Phoenix","AZ","85020","(480) 588-2328","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4805882328","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"gus-brothers-construction-scottsdale-85252-8a35331","Gus Brothers Construction","Home Services","Construction Contractor","Construction Contractor","Scottsdale","AZ","85252","(480) 766-0996","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4807660996","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"hand-and-stone-massage-and-facial-spa-phoenix-avondale-phoenix-85037-7b32759","Hand & Stone Massage and Facial Spa Phoenix-Avondale","Beauty And Wellness","Massage / Facial Spa","Massage / Facial Spa","Phoenix","AZ","85037","(623) 337-1624","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6233371624","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"hartstone-logistics-llc-scottsdale-85251-e959f1e","HartStone Logistics LLC.","Business Services","Logistics","Logistics","Scottsdale","AZ","85251","(480) 480-6844","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:4804806844","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"haven-behavioral-hospital-of-phoenix-phoenix-85007-3b991f4","Haven Behavioral Hospital of Phoenix","Health And Care","Behavioral Health Hospital","Behavioral Health Hospital","Phoenix","AZ","85007","(623) 236-2000","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6232362000","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"helpany-phoenix-85014-19a3ffa","Helpany","Health And Care","Health Technology / Aging Support","Health Technology / Aging Support","Phoenix","AZ","85014","(888) 987-3461","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:8889873461","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"hi-fi-dental-phoenix-85014-530f382","Hi-Fi Dental","Health And Care","Dental Care","Dental Care","Phoenix","AZ","85014","(602) 242-5445","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6022425445","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"highground-inc-phoenix-85003-25e155f","Highground, Inc.","Creative Services","Public Affairs / Strategy","Public Affairs / Strategy","Phoenix","AZ","85003","(602) 528-3684","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6025283684","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
"hirsch-talcott-llc-phoenix-85014-9bea4cf","Hirsch Talcott LLC","Legal And Financial","Personal Injury / Family Law Firm","Personal Injury / Family Law Firm","Phoenix","AZ","85014","(602) 610-0260","","","","13","","CONTACT_FOR_QUOTE","unclaimed","unscanned","phone:6026100260","seed/businesses/inbox/valley_verified_public_lead_build_2026-05-19_v4.csv","2026-05-19"
