lead_id,company_name,business_type,category_bucket,niche,city,state,zip,phone,address,website,source_url,source_lines,business_verified,claim_status,accepts_requests,last_verified,tags,verification_notes,outreach_fit,notes
VV-0186,"B3 Strategies, LLC",Advertising & Media / Strategy / public affairs,Advertising & Media,Strategy / public affairs,Phoenix,AZ,85006,(602) 687-9017,"1642 E. Culver St., Phoenix, AZ 85006",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L214-L219,false,unclaimed,true,2026-05-19,Strategy / public affairs|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L214-L219.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0187,BizIQ,Advertising & Media / Digital marketing / web,Advertising & Media,Digital marketing / web,Phoenix,AZ,85018,(480) 685-9433,"3627 E Indian School Rd Suite 103, Phoenix, AZ 85018",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L221-L226,false,unclaimed,true,2026-05-19,Digital marketing / web|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L221-L226.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0188,Bugzeye Drone Mapping and Photography,Advertising & Media / Drone photography / mapping,Advertising & Media,Drone photography / mapping,Phoenix,AZ,85027,(480) 953-0626,"2122 W. Lone Cactus Drive Ste 9, Phoenix, AZ 85027",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L228-L236,false,unclaimed,true,2026-05-19,Drone photography / mapping|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L228-L236.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0189,"Capitol Consulting, LLC",Advertising & Media / Public affairs / consulting,Advertising & Media,Public affairs / consulting,Phoenix,AZ,85002,(602) 712-1121,"PO Box 13116, Phoenix, AZ 85002-3116",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L244-L249,false,unclaimed,true,2026-05-19,Public affairs / consulting|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L244-L249.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0190,Cox Media Arizona,Advertising & Media / Media advertising,Advertising & Media,Media advertising,Phoenix,AZ,85004,(623) 328-1800,"2020 N. Central Ave., Ste. 400, Phoenix, AZ 85004-4510",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L251-L256,false,unclaimed,true,2026-05-19,Media advertising|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L251-L256.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0191,"Dorn Policy Group, Inc.",Advertising & Media / Public affairs / lobbying,Advertising & Media,Public affairs / lobbying,Phoenix,AZ,85003,(602) 606-4667,"101 N. 1st Ave., Ste. 2090, Phoenix, AZ 85003",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L258-L265,false,unclaimed,true,2026-05-19,Public affairs / lobbying|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L258-L265.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0192,Goodman Schwartz Public Affairs,Advertising & Media / Public affairs,Advertising & Media,Public affairs,Phoenix,AZ,85012,(602) 277-0911,"3200 N. Central Ave., Ste. 2200, Phoenix, AZ 85012",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L267-L271,false,unclaimed,true,2026-05-19,Public affairs|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L267-L271.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0193,"Highground, Inc.",Advertising & Media / Public affairs / strategy,Advertising & Media,Public affairs / strategy,Phoenix,AZ,85003,(602) 528-3684,"830 N. 4th Ave., Phoenix, AZ 85003",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L273-L278,false,unclaimed,true,2026-05-19,Public affairs / strategy|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L273-L278.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0194,Ideas Collide,Advertising & Media / Marketing agency,Advertising & Media,Marketing agency,Scottsdale,AZ,85251,(480) 659-4520,"6125 E. Indian School Rd., Ste. 1001, Scottsdale, AZ 85251",ideascollide.com,https://business.phoenixchamber.com/list/ql/advertising-media-1,L280-L286,false,unclaimed,true,2026-05-19,Marketing agency|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L280-L286.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0195,James Patrick Photography,Advertising & Media / Commercial photography / video,Advertising & Media,Commercial photography / video,Phoenix,AZ,85040,(520) 409-5202,"4620 E Elwood Street Suite 7, Phoenix, AZ 85040",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L294-L303,false,unclaimed,true,2026-05-19,Commercial photography / video|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L294-L303.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0196,KEO Marketing Inc,Advertising & Media / B2B marketing agency,Advertising & Media,B2B marketing agency,Phoenix,AZ,85004,(480) 413-2090,"141 E Palm Ln, Ste 108, Phoenix, AZ 85004",keomarketing.com,https://business.phoenixchamber.com/list/ql/advertising-media-1,L305-L313,false,unclaimed,true,2026-05-19,B2B marketing agency|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L305-L313.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0197,Lamar Advertising Company,Advertising & Media / Outdoor advertising,Advertising & Media,Outdoor advertising,Phoenix,AZ,85020,(602) 266-2187,"7310 N. 16th St., Ste. 285, Phoenix, AZ 85020",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L315-L323,false,unclaimed,true,2026-05-19,Outdoor advertising|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L315-L323.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0198,LDH Consulting,Advertising & Media / Consulting,Advertising & Media,Consulting,Scottsdale,AZ,,(480) 205-6195,Scottsdale AZ,,https://business.phoenixchamber.com/list/ql/advertising-media-1,L332-L336,false,unclaimed,true,2026-05-19,Consulting|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L332-L336.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0199,LocaliQ/AZ Republic,Advertising & Media / Local media / advertising,Advertising & Media,Local media / advertising,Phoenix,AZ,85004,(602) 444-8000,"200 E. Van Buren St., Phoenix, AZ 85004",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L338-L343,false,unclaimed,true,2026-05-19,Local media / advertising|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L338-L343.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0200,"Molera Alvarez, LLC",Advertising & Media / Public affairs / consulting,Advertising & Media,Public affairs / consulting,Phoenix,AZ,85016,(602) 279-9925,"5343 N. 16th St., Ste. 240, Phoenix, AZ 85016",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L345-L350,false,unclaimed,true,2026-05-19,Public affairs / consulting|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L345-L350.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0201,"North Central News, Inc.",Advertising & Media / Local media / newspaper,Advertising & Media,Local media / newspaper,Phoenix,AZ,85016,(602) 277-2742,"1645 E. Missouri #450, Phoenix, AZ 85016",northcentralnews.net,https://business.phoenixchamber.com/list/ql/advertising-media-1,L352-L357,false,unclaimed,true,2026-05-19,Local media / newspaper|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L352-L357.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0202,"Peters, Cannata & Moody, PLC",Legal / Professional Services / Legal / law firm,Legal / Professional Services,Legal / law firm,Phoenix,AZ,85012,(602) 248-2900,"3030 N. 3rd St., Ste. 905, Phoenix, AZ 85012",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L359-L364,false,unclaimed,true,2026-05-19,Legal / law firm|Legal / Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L359-L364.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0203,Phoenix AZ Ad Agency,Advertising & Media / Advertising / web design,Advertising & Media,Advertising / web design,Phoenix,AZ,85012,(602) 641-8210,"3838 N Central Avenue Floor 9, #948, Phoenix, AZ 85012",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L366-L373,false,unclaimed,true,2026-05-19,Advertising / web design|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L366-L373.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0204,Pinnacle Public Affairs,Advertising & Media / Public affairs,Advertising & Media,Public affairs,Phoenix,AZ,85018,(480) 535-3395,"4455 East Camelback Rd., Bldg. D Ste 145, Phoenix, AZ 85018",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L375-L379,false,unclaimed,true,2026-05-19,Public affairs|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L375-L379.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0205,Pipeline Media Agency,Advertising & Media / Media agency,Advertising & Media,Media agency,Phoenix,AZ,85016,(602) 851-1791,"1801 E. Camelback Rd. Suite 201, Phoenix, AZ 85016",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L381-L386,false,unclaimed,true,2026-05-19,Media agency|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L381-L386.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0206,Pixa,Advertising & Media / Branding / design / web,Advertising & Media,Branding / design / web,Phoenix,AZ,85040,(480) 380-2201,"4050 E. Cotton Center Blvd., Bldg. 6 Ste. 68, Phoenix, AZ 85040",ThinkPixa.com,https://business.phoenixchamber.com/list/ql/advertising-media-1,L388-L393,false,unclaimed,true,2026-05-19,Branding / design / web|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L388-L393.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0207,"PLATZ JURIS, PLLC",Legal / Professional Services / IP / business / litigation law,Legal / Professional Services,IP / business / litigation law,Phoenix,AZ,85016,(480) 570-8558,"2325 E. Camelback Road Suite 400, Phoenix, AZ 85016",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L395-L403,false,unclaimed,true,2026-05-19,IP / business / litigation law|Legal / Professional Services|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L395-L403.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0208,"Policy AZ, LLC",Advertising & Media / Public affairs / policy,Advertising & Media,Public affairs / policy,Phoenix,AZ,85020,(602) 882-9606,"1132 E. Nicolet Ave., Phoenix, AZ 85020",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L405-L409,false,unclaimed,true,2026-05-19,Public affairs / policy|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L405-L409.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0209,"Policy Development Group, Inc.",Advertising & Media / Public policy / consulting,Advertising & Media,Public policy / consulting,Phoenix,AZ,85012,(602) 274-4244,"3636 N. Central Ave., Ste. 590, Phoenix, AZ 85012-1953",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L411-L416,false,unclaimed,true,2026-05-19,Public policy / consulting|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L411-L416.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0210,Public Policy Partners,Advertising & Media / Public policy / consulting,Advertising & Media,Public policy / consulting,Phoenix,AZ,85003,(602) 200-6777,"322 W. Roosevelt St., Phoenix, AZ 85003",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L418-L423,false,unclaimed,true,2026-05-19,Public policy / consulting|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L418-L423.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0211,S+C Communications,Advertising & Media / Communications / PR,Advertising & Media,Communications / PR,Phoenix,AZ,85018,(602) 677-5422,"4144 N. 44th St., Ste. A-2, Phoenix, AZ 85018",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L425-L429,false,unclaimed,true,2026-05-19,Communications / PR|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L425-L429.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0212,S2RC,Advertising & Media / Tech / AI / immersive training,Advertising & Media,Tech / AI / immersive training,Phoenix,AZ,85028,(602) 708-8450,"11811 N Tatum Blvd Suite 1075, Phoenix, AZ 85028",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L431-L440,false,unclaimed,true,2026-05-19,Tech / AI / immersive training|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L431-L440.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0213,Strategic Impact Partners,Advertising & Media / Strategic communications,Advertising & Media,Strategic communications,Phoenix,AZ,85007,(480) 470-3648,"1614 W Roosevelt Street, Phoenix, AZ 85007",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L443-L447,false,unclaimed,true,2026-05-19,Strategic communications|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L443-L447.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0214,The Dauz,Advertising & Media / Event venue / media venue,Advertising & Media,Event venue / media venue,Phoenix,AZ,85007,(602) 257-0750,"750 W. Polk Street, Phoenix, AZ 85007",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L455-L463,false,unclaimed,true,2026-05-19,Event venue / media venue|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L455-L463.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0215,The McRae Agency,Advertising & Media / PR / marketing agency,Advertising & Media,PR / marketing agency,Paradise Valley,AZ,85253,(602) 330-1996,"5150 E. Orchid Lane, Paradise Valley, AZ 85253",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L464-L468,false,unclaimed,true,2026-05-19,PR / marketing agency|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L464-L468.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0216,Triadvocates LLC,Advertising & Media / Government relations / advocacy,Advertising & Media,Government relations / advocacy,Phoenix,AZ,85004,(602) 761-2760,"40 N. Central Ave., Ste. 1980, Phoenix, AZ 85004",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L476-L481,false,unclaimed,true,2026-05-19,Government relations / advocacy|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L476-L481.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0217,Veridus,Advertising & Media / Public affairs / strategy,Advertising & Media,Public affairs / strategy,Phoenix,AZ,85004,(602) 229-1129,"101 E Washington Street Suite 990, Phoenix, AZ 85004",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L483-L487,false,unclaimed,true,2026-05-19,Public affairs / strategy|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L483-L487.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0218,"Video West, Inc.",Advertising & Media / Video / audio / lighting production,Advertising & Media,Video / audio / lighting production,Phoenix,AZ,85008,(480) 222-3180,"1050 N. 52nd St., Phoenix, AZ 85008",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L489-L497,false,unclaimed,true,2026-05-19,Video / audio / lighting production|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L489-L497.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0219,"BenHD, LLC",Advertising & Media / Media / production,Advertising & Media,Media / production,Paradise Valley,AZ,85253,(480) 221-3377,"7027 N. Scottsdale Rd., Ste 252, Paradise Valley, AZ 85253",,https://business.phoenixchamber.com/list/ql/advertising-media-1,L499-L503,false,unclaimed,true,2026-05-19,Media / production|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L499-L503.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0220,Kandid Clicks Photography,Advertising & Media / Photography,Advertising & Media,Photography,Phoenix,AZ,85016,(602) 818-8791,Phoenix AZ 85016,,https://business.phoenixchamber.com/list/ql/advertising-media-1,L505-L510,false,unclaimed,true,2026-05-19,Photography|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L505-L510.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0221,"Pearson's Enterprises, Inc.",Advertising & Media / Signage / printing,Advertising & Media,Signage / printing,Phoenix,AZ,85009,(602) 272-9461,"1904 N. Black Canyon Hwy., Phoenix, AZ 85009",pearsonsigns.com,https://business.phoenixchamber.com/list/ql/advertising-media-1,L512-L517,false,unclaimed,true,2026-05-19,Signage / printing|Advertising & Media|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L512-L517.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0222,Accounting Launchpad,Finance & Insurance / Accounting / tax / fractional CFO,Finance & Insurance,Accounting / tax / fractional CFO,Phoenix,AZ,85016,(480) 788-3137,Phoenix AZ 85016,,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L181-L189,false,unclaimed,true,2026-05-19,Accounting / tax / fractional CFO|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L181-L189.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0223,Agave Home Loans,Finance & Insurance / Mortgage / home loans,Finance & Insurance,Mortgage / home loans,Phoenix,AZ,85044,(602) 325-5400,"7776 S Pointe Pkwy W Suite 100, Phoenix, AZ 85044",,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L191-L195,false,unclaimed,true,2026-05-19,Mortgage / home loans|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L191-L195.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0224,AlaskaUSA Federal Credit Union - Phoenix Branch,Finance & Insurance / Credit union branch,Finance & Insurance,Credit union branch,Phoenix,AZ,85029,(602) 338-5832,"3511 W. Peoria Ave., Phoenix, AZ 85029",,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L197-L202,false,unclaimed,true,2026-05-19,Credit union branch|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L197-L202.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0225,AlaskaUSA Federal Credit Union - Tempe Branch,Finance & Insurance / Credit union branch,Finance & Insurance,Credit union branch,Tempe,AZ,85282,(602) 338-5841,"3232 S. Mill Rd. (Inside Fry's), Tempe, AZ 85282",,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L204-L208,false,unclaimed,true,2026-05-19,Credit union branch|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L204-L208.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0226,Alerus,Finance & Insurance / Small business banking / SBA lending,Finance & Insurance,Small business banking / SBA lending,Phoenix,AZ,85008,(602) 346-1800,"4686 E. Van Buren St., Ste. 150, Phoenix, AZ 85008",alerus.com,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L210-L219,false,unclaimed,true,2026-05-19,Small business banking / SBA lending|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L210-L219.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0227,Alma School Pawn and Gold,Finance & Insurance / Pawn / gold buyer,Finance & Insurance,Pawn / gold buyer,Mesa,AZ,85210,(480) 644-7932,"752 S Alma School Rd, Mesa, AZ 85210",,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L221-L225,false,unclaimed,true,2026-05-19,Pawn / gold buyer|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L221-L225.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0228,Arizona Escrow & Financial Corporation,Finance & Insurance / Escrow / financial services,Finance & Insurance,Escrow / financial services,Phoenix,AZ,85016,(602) 956-2629,"5353 N 16th St Suite 110, Phoenix, AZ 85016",,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L227-L232,false,unclaimed,true,2026-05-19,Escrow / financial services|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L227-L232.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0229,Arizona Financial Credit Union,Finance & Insurance / Credit union,Finance & Insurance,Credit union,Phoenix,AZ,85008,(602) 683-1000,"333 N. 44th St., Phoenix, AZ 85008",,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L234-L239,false,unclaimed,true,2026-05-19,Credit union|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L234-L239.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0230,Arnold Insurance,Finance & Insurance / Insurance agency,Finance & Insurance,Insurance agency,Phoenix,AZ,85028,(602) 317-8807,"4545 E Shea Blvd Suite 258, Phoenix, AZ 85028",,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L241-L245,false,unclaimed,true,2026-05-19,Insurance agency|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L241-L245.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0231,"Atlas Capital, LLC",Finance & Insurance / Capital / finance,Finance & Insurance,Capital / finance,Paradise Valley,AZ,85253,(480) 499-4444,"6250 E. Cheney Dr., Paradise Valley, AZ 85253",,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L247-L252,false,unclaimed,true,2026-05-19,Capital / finance|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L247-L252.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0232,ATLAS CPAs & Advisors PLLC,Finance & Insurance / CPA / accounting / advisory,Finance & Insurance,CPA / accounting / advisory,Scottsdale,AZ,85254,(480) 483-1600,"5020 E. Shea Boulevard Suite 200, Scottsdale, AZ 85254",,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L254-L261,false,unclaimed,true,2026-05-19,CPA / accounting / advisory|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L254-L261.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0233,B and B Pawn and Gold,Finance & Insurance / Pawn / gold buyer,Finance & Insurance,Pawn / gold buyer,Mesa,AZ,85023,(480) 610-1240,"1107 E Main St, Mesa, AZ 85023",,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L263-L267,false,unclaimed,true,2026-05-19,Pawn / gold buyer|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L263-L267.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
VV-0234,Barr Associates LLC (Damien Barr Allstate Agency),Finance & Insurance / Insurance agency,Finance & Insurance,Insurance agency,Scottsdale,AZ,85258,(480) 922-8820,"9699 Hayden Rd Ste E107, Scottsdale, AZ 85258",,https://business.phoenixchamber.com/list/ql/finance-insurance-10,L296-L301,false,unclaimed,true,2026-05-19,Insurance agency|Finance & Insurance|Local SMB / service business|Public directory record,Imported from Valley Verified public lead build v4.|Public source status: PUBLIC DIRECTORY VERIFIED.|Source lines: L296-L301.|Source policy: public directory/company listing only; no synthetic contacts or guessed emails.,Local SMB / service business,
